원자재코드,"생산작업지시구분(생산:A,생산제외:D)",작업지시타입(일반:WO/재투입:WR),"사업단위(평택:20000,태안:60000등)",생산작업요청일자,LOT번호,분할순번,제품코드,제품BOM차수,원자재투입순번,원자재명,원자재탱크번호,투입지시중량,투입지시비율,투입지시오차비율,투입지시단위,시방원재료적요,추가투입량(생산자판단),정지중량(유속흐름제어),스텝그룹넘버,비고
SR11002,A,WO,20000,2021-04-08,HR1521040829,0,PEMA033027400,78,4,사용수,30,5350,53.5,0,KG,재활용수800kg적용,20,60,1,
SR13801,A,WO,20000,2021-04-08,HR1521040829,0,PEMA033027400,78,1,액상리그닌,3,5,0.05,0,KG,,0,0,1,
SR16002,A,WO,20000,2021-04-08,HR1521040829,0,PEMA033027400,78,5,글루콘산소다,2,500,5,0,KG,,0,40,1,
SR16003,A,WO,20000,2021-04-08,HR1521040829,0,PEMA033027400,78,3,ACTICIDE-MVK,0,5,0.05,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-04-08,HR1521040829,0,PEMA033027400,78,10,RA-300S,1,160,1.6,0,KG,,0,5,1,
SR35211,A,WO,20000,2021-04-08,HR1521040829,0,PEMA033027400,78,8,PEMA-SRE-200(5,14,400,4,0,KG,,0,10,1,
SR35224,A,WO,20000,2021-04-08,HR1521040829,0,PEMA033027400,78,6,WRE-770,18,700,7,0,KG,,0,20,1,
SR35225,A,WO,20000,2021-04-08,HR1521040829,0,PEMA033027400,78,7,WRE-550T,23,500,5,0,KG,,0,15,1,
SR35903,A,WO,20000,2021-04-08,HR1521040829,0,PEMA033027400,78,11,PCA3000,10,400,4,0,KG,마지막 투입해주세요,0,30,1,
SR35904,A,WO,20000,2021-04-08,HR1521040829,0,PEMA033027400,78,9,Urea-20%,4,1970,19.7,0,KG,,0,40,1,
SR68222,A,WO,20000,2021-04-08,HR1521040829,0,PEMA033027400,78,2,소포제(MR-130),0,10,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-04-08,HR1521040836,0,PEMA053046500,251,4,사용수,30,1563,52.1,0,KG,재활용수240KG,12,60,1,
SR13801,A,WO,20000,2021-04-08,HR1521040836,0,PEMA053046500,251,1,액상리그닌,3,3,0.1,0,KG,,0,0,1,
SR16003,A,WO,20000,2021-04-08,HR1521040836,0,PEMA053046500,251,3,ACTICIDE-MVK,0,6,0.2,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-04-08,HR1521040836,0,PEMA053046500,251,7,RA-300S,1,165,5.5,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-04-08,HR1521040836,0,PEMA053046500,251,5,WRE-770,18,300,10,0,KG,,0,20,1,
SR35903,A,WO,20000,2021-04-08,HR1521040836,0,PEMA053046500,251,8,PCA3000,10,180,6,0,KG,마지막투입,0,25,1,
SR35904,A,WO,20000,2021-04-08,HR1521040836,0,PEMA053046500,251,6,Urea-20%,4,780,26,0,KG,,0,35,1,
SR68222,A,WO,20000,2021-04-08,HR1521040836,0,PEMA053046500,251,2,소포제(MR-130),0,3,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-04-08,PCM221040837,0,PEMA063061300,151,4,사용수,30,3078.5,61.57,0,KG,,0,45,1,
SR13801,A,WO,20000,2021-04-08,PCM221040837,0,PEMA063061300,151,1,액상리그닌,3,5,0.1,0,KG,,0,0,1,
SR16003,A,WO,20000,2021-04-08,PCM221040837,0,PEMA063061300,151,3,ACTICIDE-MVK,0,10,0.2,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-04-08,PCM221040837,0,PEMA063061300,151,8,RA-300S,1,100,2,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-04-08,PCM221040837,0,PEMA063061300,151,5,WRE-770,18,593.5,11.87,0,KG,,0,20,1,
SR35225,A,WO,20000,2021-04-08,PCM221040837,0,PEMA063061300,151,6,WRE-550T,23,423,8.46,0,KG,,0,15,1,
SR35556,A,WO,20000,2021-04-08,PCM221040837,0,PEMA063061300,151,7,PEMA-630XR,11,480,9.6,0,KG,,0,15,1,
SR35903,A,WO,20000,2021-04-08,PCM221040837,0,PEMA063061300,151,9,PCA3000,10,300,6,0,KG,마지막투입,0,30,1,
SR68222,A,WO,20000,2021-04-08,PCM221040837,0,PEMA063061300,151,2,소포제(MR-130),0,10,0.2,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-04-08,PCMB21040838,0,PEMA073061300,172,4,사용수,30,3329.5,66.59,0,KG,,47.5,45,1,
SR13801,A,WO,20000,2021-04-08,PCMB21040838,0,PEMA073061300,172,1,액상리그닌,3,5,0.1,0,KG,,0,0,1,
SR16003,A,WO,20000,2021-04-08,PCMB21040838,0,PEMA073061300,172,3,ACTICIDE-MVK,0,10,0.2,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-04-08,PCMB21040838,0,PEMA073061300,172,7,RA-300S,1,100,2,0,KG,,0,5,1,
SR35210,A,WO,20000,2021-04-08,PCMB21040838,0,PEMA073061300,172,5,PEMA-WRE-600(5,0,585,11.7,0,KG,,0,0,1,
SR35556,A,WO,20000,2021-04-08,PCMB21040838,0,PEMA073061300,172,6,PEMA-630XR,11,613,12.26,0,KG,,0,15,1,
SR35903,A,WO,20000,2021-04-08,PCMB21040838,0,PEMA073061300,172,8,PCA3000,10,350,7,0,KG,마지막투입요망!!,0,30,1,
SR68222,A,WO,20000,2021-04-08,PCMB21040838,0,PEMA073061300,172,2,소포제(MR-130),0,7.5,0.15,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-04-08,SR2021040811,0,PEMA023041301,30,3,사용수,30,2945,58.9,0,KG,,10,60,1,
SR13801,A,WO,20000,2021-04-08,SR2021040811,0,PEMA023041301,30,1,액상리그닌,3,5,0.1,0,KG,,0,0,1,
SR35218,A,WO,20000,2021-04-08,SR2021040811,0,PEMA023041301,30,4,WRE-580FX(55%),16,1545,30.9,0,KG,,0,15,1,
SR35758,A,WO,20000,2021-04-08,SR2021040811,0,PEMA023041301,30,5,M30,7,500,10,0,KG,마지막에 투입해주세요.,0,30,1,
SR38117,A,WO,20000,2021-04-08,SR2021040811,0,PEMA023041301,30,2,PC소포제,0,5,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-04-08,SR2021040835,0,PEMA043080500,5,4,사용수,30,2899.8,48.33,0,KG,,10.2,60,1,
SR13801,A,WO,20000,2021-04-08,SR2021040835,0,PEMA043080500,5,1,액상리그닌,3,3,0.05,0,KG,,0,0,1,
SR16003,A,WO,20000,2021-04-08,SR2021040835,0,PEMA043080500,5,3,ACTICIDE-MVK,0,3,0.05,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-04-08,SR2021040835,0,PEMA043080500,5,9,RA-300S,1,96,1.6,0,KG,,0,5,1,
SR35211,A,WO,20000,2021-04-08,SR2021040835,0,PEMA043080500,5,7,PEMA-SRE-200(5,14,528,8.8,0,KG,,0,10,1,
SR35218,A,WO,20000,2021-04-08,SR2021040835,0,PEMA043080500,5,5,WRE-580FX(55%),16,960,16,0,KG,,0,15,1,
SR35225,A,WO,20000,2021-04-08,SR2021040835,0,PEMA043080500,5,6,WRE-550T,23,1056,17.6,0,KG,,0,15,1,
SR35904,A,WO,20000,2021-04-08,SR2021040835,0,PEMA043080500,5,8,Urea-20%,4,450,7.5,0,KG,,0,40,1,
SR38117,A,WO,20000,2021-04-08,SR2021040835,0,PEMA043080500,5,2,PC소포제,0,4.2,0.07,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-04-08,SR2A21040819,0,PEMA063023200,9,4,사용수,30,2915.5,58.31,0,KG,,10.5,45,1,
SR13801,A,WO,20000,2021-04-08,SR2A21040819,0,PEMA063023200,9,1,액상리그닌,3,5,0.1,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-04-08,SR2A21040819,0,PEMA063023200,9,9,RA-300S,1,13.5,0.27,0,KG,,0,5,1,
SR18520,A,WO,20000,2021-04-08,SR2A21040819,0,PEMA063023200,9,8,DEA,0,375,7.5,0,KG,마지막투입,0,0,1,
SR35211,A,WO,20000,2021-04-08,SR2A21040819,0,PEMA063023200,9,6,PEMA-SRE-200(5,14,495,9.9,0,KG,,0,10,1,
SR35217,A,WO,20000,2021-04-08,SR2A21040819,0,PEMA063023200,9,7,SRE-110(50%),24,545.5,10.91,0,KG,,0,10,1,
SR35218,A,WO,20000,2021-04-08,SR2A21040819,0,PEMA063023200,9,5,WRE-580FX(55%),16,645,12.9,0,KG,,0,15,1,
SR38117,A,WO,20000,2021-04-08,SR2A21040819,0,PEMA063023200,9,2,PC소포제,0,3.5,0.07,0,KG,,0,0,1,
SR68222,A,WO,20000,2021-04-08,SR2A21040819,0,PEMA063023200,9,3,소포제(MR-130),0,2,0.04,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-04-08,SR3F21040812,0,PEMA023071000,73,3,사용수,30,4032.7,57.61,0,KG,,14,60,1,
SR13801,A,WO,20000,2021-04-08,SR3F21040812,0,PEMA023071000,73,1,액상리그닌,3,7,0.1,0,KG,,0,0,1,
SR16002,A,WO,20000,2021-04-08,SR3F21040812,0,PEMA023071000,73,4,글루콘산소다,2,350,5,0,KG,,0,40,1,
SR35218,A,WO,20000,2021-04-08,SR3F21040812,0,PEMA023071000,73,5,WRE-580FX(55%),16,1240.4,17.72,0,KG,,0,15,1,
SR35225,A,WO,20000,2021-04-08,SR3F21040812,0,PEMA023071000,73,6,WRE-550T,23,1362.9,19.47,0,KG,,0,20,1,
SR38117,A,WO,20000,2021-04-08,SR3F21040812,0,PEMA023071000,73,2,PC소포제,0,7,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-04-08,SR3F21040817,0,PEMA023080100,16,5,사용수,30,3571.8,59.53,0,KG,,19,60,1,
SR13801,A,WO,20000,2021-04-08,SR3F21040817,0,PEMA023080100,16,1,액상리그닌,3,6,0.1,0,KG,,0,0,1,
SR16003,A,WO,20000,2021-04-08,SR3F21040817,0,PEMA023080100,16,4,ACTICIDE-MVK,0,3,0.05,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-04-08,SR3F21040817,0,PEMA023080100,16,9,RA-300S,1,9,0.15,0,KG,,0,5,1,
SR35211,A,WO,20000,2021-04-08,SR3F21040817,0,PEMA023080100,16,8,PEMA-SRE-200(5,14,480,8,0,KG,,0,10,1,
SR35224,A,WO,20000,2021-04-08,SR3F21040817,0,PEMA023080100,16,6,WRE-770,18,960,16,0,KG,,0,20,1,
SR35225,A,WO,20000,2021-04-08,SR3F21040817,0,PEMA023080100,16,7,WRE-550T,23,960,16,0,KG,,0,20,1,
SR38117,A,WO,20000,2021-04-08,SR3F21040817,0,PEMA023080100,16,2,PC소포제,0,4.2,0.07,0,KG,,0,0,1,
SR68222,A,WO,20000,2021-04-08,SR3F21040817,0,PEMA023080100,16,3,소포제(MR-130),0,6,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-04-08,SR3F21040828,0,PEMA033023200,13,4,사용수,30,2457.5,49.15,0,KG,,13.5,60,1,
SR13801,A,WO,20000,2021-04-08,SR3F21040828,0,PEMA033023200,13,1,액상리그닌,3,5,0.1,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-04-08,SR3F21040828,0,PEMA033023200,13,9,RA-300S,1,110,2.2,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-04-08,SR3F21040828,0,PEMA033023200,13,5,WRE-770,18,525,10.5,0,KG,,0,5,1,
SR35500,A,WO,20000,2021-04-08,SR3F21040828,0,PEMA033023200,13,7,PEMA-500FR,13,524,10.48,0,KG,,0,5,1,
SR35556,A,WO,20000,2021-04-08,SR3F21040828,0,PEMA033023200,13,6,PEMA-630XR,11,450,9,0,KG,,0,5,1,
SR35903,A,WO,20000,2021-04-08,SR3F21040828,0,PEMA033023200,13,10,PCA3000,10,300,6,0,KG,마지막투입,0,25,1,
SR35904,A,WO,20000,2021-04-08,SR3F21040828,0,PEMA033023200,13,8,Urea-20%,4,620,12.4,0,KG,,0,30,1,
SR38117,A,WO,20000,2021-04-08,SR3F21040828,0,PEMA033023200,13,2,PC소포제,0,3.5,0.07,0,KG,,0,0,1,
SR68222,A,WO,20000,2021-04-08,SR3F21040828,0,PEMA033023200,13,3,소포제(MR-130),0,5,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-04-09,500F21040907,0,PEMA023058600,530,2,사용수,30,963,5.35,0,KG,,0,60,1,
SR13801,A,WO,20000,2021-04-09,500F21040907,0,PEMA023058600,530,1,액상리그닌,3,27,0.15,0,KG,,0,20,1,
SR35218,A,WO,20000,2021-04-09,500F21040907,0,PEMA023058600,530,3,WRE-580FX(55%),16,9817.2,54.54,0,KG,,0,15,1,
SR35225,A,WO,20000,2021-04-09,500F21040907,0,PEMA023058600,530,4,WRE-550T,23,7192.8,39.96,0,KG,,0,15,1,
SR11002,A,WO,20000,2021-04-09,580F21040910,0,PEMA023098200,71,1,사용수,30,1800,9,0,KG,,0,60,1,
SR35218,A,WO,20000,2021-04-09,580F21040910,0,PEMA023098200,71,2,WRE-580FX(55%),16,18200,91,0,KG,,0,15,1,
SR11002,A,WO,20000,2021-04-09,CSA521040918,0,PEMA013128700,11,4,사용수,30,6895,68.95,0,KG,재활용수800KG,35,60,1,
SR13801,A,WO,20000,2021-04-09,CSA521040918,0,PEMA013128700,11,1,액상리그닌,3,5,0.05,0,KG,,0,0,1,
SR16003,A,WO,20000,2021-04-09,CSA521040918,0,PEMA013128700,11,3,ACTICIDE-MVK,0,20,0.2,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-04-09,CSA521040918,0,PEMA013128700,11,7,RA-300S,1,500,5,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-04-09,CSA521040918,0,PEMA013128700,11,5,WRE-770,18,1000,10,0,KG,,0,5,1,
SR35903,A,WO,20000,2021-04-09,CSA521040918,0,PEMA013128700,11,8,PCA3000,10,600,6,0,KG,마지막투입,0,25,1,
SR35904,A,WO,20000,2021-04-09,CSA521040918,0,PEMA013128700,11,6,Urea-20%,4,970,9.7,0,KG,,0,30,1,
SR68222,A,WO,20000,2021-04-09,CSA521040918,0,PEMA013128700,11,2,소포제(MR-130),0,10,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-04-09,HR1021040908,0,PEMA023058605,11,4,사용수,30,4768,59.6,0,KG,재활용수640kg,32,45,1,
SR13801,A,WO,20000,2021-04-09,HR1021040908,0,PEMA023058605,11,1,액상리그닌,3,8,0.1,0,KG,,0,0,1,
SR16002,A,WO,20000,2021-04-09,HR1021040908,0,PEMA023058605,11,5,글루콘산소다,2,240,3,0,KG,,0,35,1,
SR16003,A,WO,20000,2021-04-09,HR1021040908,0,PEMA023058605,11,3,ACTICIDE-MVK,0,16,0.2,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-04-09,HR1021040908,0,PEMA023058605,11,9,RA-300S,1,120,1.5,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-04-09,HR1021040908,0,PEMA023058605,11,6,WRE-770,18,1080,13.5,0,KG,,0,20,1,
SR35225,A,WO,20000,2021-04-09,HR1021040908,0,PEMA023058605,11,7,WRE-550T,23,160,2,0,KG,,0,15,1,
SR35903,A,WO,20000,2021-04-09,HR1021040908,0,PEMA023058605,11,10,PCA3000,10,560,7,0,KG,마지막투입,0,30,1,
SR35904,A,WO,20000,2021-04-09,HR1021040908,0,PEMA023058605,11,8,Urea-20%,4,1040,13,0,KG,,0,40,1,
SR68222,A,WO,20000,2021-04-09,HR1021040908,0,PEMA023058605,11,2,소포제(MR-130),0,8,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-04-09,HR1021040911,0,PEMA013122400,44,4,사용수,30,4624,57.8,0,KG,재활용수640Kg사용,16,60,1,
SR13801,A,WO,20000,2021-04-09,HR1021040911,0,PEMA013122400,44,1,액상리그닌,3,4,0.05,0,KG,,0,0,1,
SR16002,A,WO,20000,2021-04-09,HR1021040911,0,PEMA013122400,44,5,글루콘산소다,2,400,5,0,KG,,0,40,1,
SR16003,A,WO,20000,2021-04-09,HR1021040911,0,PEMA013122400,44,3,ACTICIDE-MVK,0,4,0.05,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-04-09,HR1021040911,0,PEMA013122400,44,8,RA-300S,1,88,1.1,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-04-09,HR1021040911,0,PEMA013122400,44,6,WRE-770,18,1112,13.9,0,KG,,0,5,1,
SR35903,A,WO,20000,2021-04-09,HR1021040911,0,PEMA013122400,44,9,PCA3000,10,480,6,0,KG,마지막투입,0,25,1,
SR35904,A,WO,20000,2021-04-09,HR1021040911,0,PEMA013122400,44,7,Urea-20%,4,1280,16,0,KG,,0,30,1,
SR68222,A,WO,20000,2021-04-09,HR1021040911,0,PEMA013122400,44,2,소포제(MR-130),0,8,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-04-09,HR1021040912,0,PEMA033088300,558,4,사용수,30,3272.5,65.45,0,KG,재활용수400KG적용,17.5,60,1,
SR13801,A,WO,20000,2021-04-09,HR1021040912,0,PEMA033088300,558,1,액상리그닌,3,2.5,0.05,0,KG,,0,0,1,
SR16003,A,WO,20000,2021-04-09,HR1021040912,0,PEMA033088300,558,3,ACTICIDE-MVK,0,10,0.2,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-04-09,HR1021040912,0,PEMA033088300,558,8,RA-300S,1,175,3.5,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-04-09,HR1021040912,0,PEMA033088300,558,5,WRE-770,18,850,17,0,KG,,0,20,1,
SR35225,A,WO,20000,2021-04-09,HR1021040912,0,PEMA033088300,558,6,WRE-550T,19,100,2,0,KG,,0,15,1,
SR35903,A,WO,20000,2021-04-09,HR1021040912,0,PEMA033088300,558,9,PCA3000,10,100,2,0,KG,마지막투입,0,25,1,
SR35904,A,WO,20000,2021-04-09,HR1021040912,0,PEMA033088300,558,7,Urea-20%,4,485,9.7,0,KG,,0,35,1,
SR68222,A,WO,20000,2021-04-09,HR1021040912,0,PEMA033088300,558,2,소포제(MR-130),0,5,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-04-09,HR1021040913,0,PEMA033088300,559,4,사용수,30,4581.5,65.45,0,KG,재활용수560kg적용,25,60,1,
SR13801,A,WO,20000,2021-04-09,HR1021040913,0,PEMA033088300,559,1,액상리그닌,3,3.5,0.05,0,KG,,0,0,1,
SR16003,A,WO,20000,2021-04-09,HR1021040913,0,PEMA033088300,559,3,ACTICIDE-MVK,0,14,0.2,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-04-09,HR1021040913,0,PEMA033088300,559,8,RA-300S,1,175,2.5,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-04-09,HR1021040913,0,PEMA033088300,559,5,WRE-770,18,1190,17,0,KG,,0,20,1,
SR35225,A,WO,20000,2021-04-09,HR1021040913,0,PEMA033088300,559,6,WRE-550T,19,140,2,0,KG,,0,15,1,
SR35903,A,WO,20000,2021-04-09,HR1021040913,0,PEMA033088300,559,9,PCA3000,10,210,3,0,KG,마지막투입,0,25,1,
SR35904,A,WO,20000,2021-04-09,HR1021040913,0,PEMA033088300,559,7,Urea-20%,4,679,9.7,0,KG,,0,35,1,
SR68222,A,WO,20000,2021-04-09,HR1021040913,0,PEMA033088300,559,2,소포제(MR-130),0,7,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-04-09,HR1021040916,0,PEMA153048300,128,4,사용수,30,6550,65.5,0,KG,재활용수800KG,40,60,1,
SR13801,A,WO,20000,2021-04-09,HR1021040916,0,PEMA153048300,128,1,액상리그닌,3,10,0.1,0,KG,,0,0,1,
SR16003,A,WO,20000,2021-04-09,HR1021040916,0,PEMA153048300,128,3,ACTICIDE-MVK,0,20,0.2,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-04-09,HR1021040916,0,PEMA153048300,128,9,RA-300S,1,210,2.1,0,KG,,0,5,1,
SR34311,A,WO,20000,2021-04-09,HR1021040916,0,PEMA153048300,128,7,PEMA-350B,9,200,2,0,KG,,0,20,1,
SR35210,A,WO,20000,2021-04-09,HR1021040916,0,PEMA153048300,128,6,PEMA-WRE-600(5,0,800,8,0,KG,,0,0,1,
SR35211,A,WO,20000,2021-04-09,HR1021040916,0,PEMA153048300,128,5,PEMA-SRE-200(5,14,600,6,0,KG,,0,15,1,
SR35758,A,WO,20000,2021-04-09,HR1021040916,0,PEMA153048300,128,11,M30,7,350,3.5,0,KG,마지막투입,0,30,1,
SR35903,A,WO,20000,2021-04-09,HR1021040916,0,PEMA153048300,128,10,PCA3000,10,300,3,0,KG,,0,25,1,
SR35904,A,WO,20000,2021-04-09,HR1021040916,0,PEMA153048300,128,8,Urea-20%,4,950,9.5,0,KG,,0,35,1,
SR68222,A,WO,20000,2021-04-09,HR1021040916,0,PEMA153048300,128,2,소포제(MR-130),0,10,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-04-09,HR1021040917,0,PEMA623022500,48,4,사용수,30,6410,64.1,0,KG,재활용수800kg,20,45,1,
SR13801,A,WO,20000,2021-04-09,HR1021040917,0,PEMA623022500,48,1,액상리그닌,3,5,0.05,0,KG,,0,0,1,
SR16002,A,WO,20000,2021-04-09,HR1021040917,0,PEMA623022500,48,5,글루콘산소다,2,500,5,0,KG,,0,35,1,
SR16003,A,WO,20000,2021-04-09,HR1021040917,0,PEMA623022500,48,3,ACTICIDE-MVK,0,5,0.05,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-04-09,HR1021040917,0,PEMA623022500,48,8,RA-300S,1,420,4.2,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-04-09,HR1021040917,0,PEMA623022500,48,6,WRE-770,18,1175,11.75,0,KG,,0,20,1,
SR35225,A,WO,20000,2021-04-09,HR1021040917,0,PEMA623022500,48,7,WRE-550T,19,875,8.75,0,KG,,0,15,1,
SR35903,A,WO,20000,2021-04-09,HR1021040917,0,PEMA623022500,48,9,PCA3000,10,600,6,0,KG,마지막투입,0,30,1,
SR68222,A,WO,20000,2021-04-09,HR1021040917,0,PEMA623022500,48,2,소포제(MR-130),0,10,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-04-09,HR1021040920,0,PEMA013013010,76,4,사용수,30,6152,61.52,0,KG,재활용수800kg적용,15,45,1,
SR13801,A,WO,20000,2021-04-09,HR1021040920,0,PEMA013013010,76,1,액상리그닌,3,500,5,0,KG,,0,0,1,
SR16002,A,WO,20000,2021-04-09,HR1021040920,0,PEMA013013010,76,5,글루콘산소다,2,500,5,0,KG,,0,35,1,
SR16003,A,WO,20000,2021-04-09,HR1021040920,0,PEMA013013010,76,3,ACTICIDE-MVK,0,5,0.05,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-04-09,HR1021040920,0,PEMA013013010,76,8,RA-300S,1,33,0.33,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-04-09,HR1021040920,0,PEMA013013010,76,6,WRE-770,18,1200,12,0,KG,,0,20,1,
SR35903,A,WO,20000,2021-04-09,HR1021040920,0,PEMA013013010,76,9,PCA3000,10,450,4.5,0,KG,마지막투입,0,30,1,
SR35904,A,WO,20000,2021-04-09,HR1021040920,0,PEMA013013010,76,7,Urea-20%,4,1150,11.5,0,KG,,0,40,1,
SR68222,A,WO,20000,2021-04-09,HR1021040920,0,PEMA013013010,76,2,소포제(MR-130),0,10,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-04-09,HR1021040921,0,PEMA013047000,92,3,사용수,30,6730,67.3,0,KG,재활용수800kg,20,60,1,
SR13801,A,WO,20000,2021-04-09,HR1021040921,0,PEMA013047000,92,1,액상리그닌,3,10,0.1,0,KG,,0,0,1,
SR16002,A,WO,20000,2021-04-09,HR1021040921,0,PEMA013047000,92,4,글루콘산소다,2,300,3,0,KG,,0,40,1,
SR16600,A,WO,20000,2021-04-09,HR1021040921,0,PEMA013047000,92,7,RA-300S,1,300,3,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-04-09,HR1021040921,0,PEMA013047000,92,5,WRE-770,18,2400,24,0,KG,,0,20,1,
SR35904,A,WO,20000,2021-04-09,HR1021040921,0,PEMA013047000,92,6,Urea-20%,4,250,2.5,0,KG,,0,40,1,
SR68222,A,WO,20000,2021-04-09,HR1021040921,0,PEMA013047000,92,2,소포제(MR-130),0,10,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-04-09,HR1521040823,0,PEMA013120100,106,3,사용수,30,6795,67.95,0,KG,재활용수금지!,20,45,1,
SR13801,A,WO,20000,2021-04-09,HR1521040823,0,PEMA013120100,106,1,액상리그닌,3,10,0.1,0,KG,,0,0,1,
SR35218,A,WO,20000,2021-04-09,HR1521040823,0,PEMA013120100,106,4,WRE-580FX(55%),16,1850,18.5,0,KG,,0,15,1,
SR35225,A,WO,20000,2021-04-09,HR1521040823,0,PEMA013120100,106,5,WRE-550T,23,868,8.68,0,KG,,0,15,1,
SR35758,A,WO,20000,2021-04-09,HR1521040823,0,PEMA013120100,106,6,M30,7,467,4.67,0,KG,마지막 투입해주세요,0,40,1,
SR38117,A,WO,20000,2021-04-09,HR1521040823,0,PEMA013120100,106,2,PC소포제,0,10,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-04-09,HR1521040914,0,PEMA013082100,97,4,사용수,30,9600,64,0,KG,재활용수1000kg적용,30,60,1,
SR13801,A,WO,20000,2021-04-09,HR1521040914,0,PEMA013082100,97,1,액상리그닌,3,7.5,0.05,0,KG,,0,0,1,
SR16002,A,WO,20000,2021-04-09,HR1521040914,0,PEMA013082100,97,5,글루콘산소다,2,450,3,0,KG,,0,40,1,
SR16003,A,WO,20000,2021-04-09,HR1521040914,0,PEMA013082100,97,3,ACTICIDE-MVK,0,7.5,0.05,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-04-09,HR1521040914,0,PEMA013082100,97,9,RA-300S,1,420,2.8,0,KG,,0,5,1,
SR35217,A,WO,20000,2021-04-09,HR1521040914,0,PEMA013082100,97,8,SRE-110(50%),24,450,3,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-04-09,HR1521040914,0,PEMA013082100,97,6,WRE-770,18,2700,18,0,KG,,0,5,1,
SR35225,A,WO,20000,2021-04-09,HR1521040914,0,PEMA013082100,97,7,WRE-550T,19,1350,9,0,KG,,0,5,1,
SR68222,A,WO,20000,2021-04-09,HR1521040914,0,PEMA013082100,97,2,소포제(MR-130),0,15,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-04-09,HR1521040915,0,PEMA013019100,7,4,사용수,30,3275,65.5,0,KG,재활용수400KG,20,60,1,
SR13801,A,WO,20000,2021-04-09,HR1521040915,0,PEMA013019100,7,1,액상리그닌,3,5,0.1,0,KG,,0,0,1,
SR16003,A,WO,20000,2021-04-09,HR1521040915,0,PEMA013019100,7,3,ACTICIDE-MVK,0,10,0.2,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-04-09,HR1521040915,0,PEMA013019100,7,9,RA-300S,1,105,2.1,0,KG,,0,5,1,
SR34311,A,WO,20000,2021-04-09,HR1521040915,0,PEMA013019100,7,7,PEMA-350B,9,100,2,0,KG,,0,20,1,
SR35210,A,WO,20000,2021-04-09,HR1521040915,0,PEMA013019100,7,6,PEMA-WRE-600(5,0,400,8,0,KG,,0,0,1,
SR35211,A,WO,20000,2021-04-09,HR1521040915,0,PEMA013019100,7,5,PEMA-SRE-200(5,14,300,6,0,KG,,0,15,1,
SR35758,A,WO,20000,2021-04-09,HR1521040915,0,PEMA013019100,7,11,M30,7,175,3.5,0,KG,마지막투입,0,30,1,
SR35903,A,WO,20000,2021-04-09,HR1521040915,0,PEMA013019100,7,10,PCA3000,10,150,3,0,KG,,0,25,1,
