"°í°´¹øÈ£","¼ºº°","2014³â ÃÑ±¸¸Å¾×","2015³â ÃÑ±¸¸Å¾×","Áõ°¨·ü"
"14452","F",5423668,5725874,5.57
"14453","F",3019378,4323257,43.18
"14454","F",20400511,17419905,-14.61
"14455","F",4747512,5645228,18.91
"14456","F",55454960,53046780,-4.34
"14457","F",6558947,4698024,-28.37
"14458","F",4608400,5734110,24.43
"14459","F",2887119,3317204,14.9
"14460","F",5459351,8462947,55.02
"14461","F",5409459,4791038,-11.43
"14462","F",2838964,14312483,404.14
"14463","F",18151877,11185972,-38.38
"14464","F",41595420,122243790,193.89
"14465","F",5056572,4712532,-6.8
"14466","F",6959933,7288800,4.73
"14467","F",7861850,10016917,27.41
"14468","F",27290450,17301865,-36.6
"14469","F",5571472,5673651,1.83
"14470","F",58140140,37869540,-34.87
"14471","F",3381571,3382562,0.03
"14472","F",27590340,61936360,124.49
"14473","F",2340905,6542489,179.49
"14474","F",46091414,35586984,-22.79
"14475","F",8630964,4392922,-49.1
"14476","F",60648932,36160220,-40.38
"14477","M",7514848,11078469,47.42
"14478","F",5287453,2736667,-48.24
"14479","F",2487391,3758009,51.08
"14480","F",5035963,7241630,43.8
"14481","F",29210966,23206508,-20.56
"14482","F",12762762,10012200,-21.55
"14483","F",6402438,3562080,-44.36
"14484","F",6988804,12189646,74.42
"14485","F",33259946,26777811,-19.49
"14486","F",9569366,18495748,93.28
"14487","F",23116710,19873550,-14.03
"14488","M",4003711,3620217,-9.58
"14489","F",2567336,5325173,107.42
"14490","M",25943884,29919097,15.32
"14491","M",13365930,15140730,13.28
"14492","F",5237304,5322907,1.63
"14493","F",4027004,5097847,26.59
"14494","F",2697334,4556068,68.91
"14495","F",5565013,7880657,41.61
"14496","F",47957778,41847767,-12.74
"14497","F",9953470,9648360,-3.07
"14498","F",4599140,4969805,8.06
"14499","F",4727095,3801432,-19.58
"14500","M",65910043,36700560,-44.32
"14501","F",6243559,10538834,68.8
"14502","M",4127830,5320210,28.89
"14503","F",15603107,8778956,-43.74
"14504","M",9873835,10998486,11.39
"14505","F",9048780,6392680,-29.35
"14506","M",5292934,8066733,52.41
"14507","F",5172607,3548405,-31.4
"14508","F",11034060,7452610,-32.46
"14509","M",58930258,32654570,-44.59
"14510","F",6450614,8332260,29.17
"14511","F",7539030,7965820,5.66
"14512","F",896360,1206780,34.63
"14513","F",4552876,3805808,-16.41
"14514","F",6163934,1377187,-77.66
"14515","F",8489513,11067101,30.36
"14516","F",7252770,13326419,83.74
"14517","F",5582004,6588916,18.04
"14518","M",5413945,11093773,104.91
"14519","M",5774169,7983399,38.26
"14520","F",28441700,44812579,57.56
"14521","F",19203326,12867612,-32.99
"14522","F",7767155,4874157,-37.25
"14523","F",4681210,7308520,56.12
"14524","M",3867955,6486940,67.71
"14525","F",5559273,5318344,-4.33
"14526","F",3345126,5286093,58.02
"14527","F",8318134,11242010,35.15
"14528","F",7038402,8275864,17.58
"14529","F",4378733,7725277,76.43
"14530","F",6587959,4752200,-27.87
"14531","F",4279634,4992971,16.67
"14532","F",11769471,8046460,-31.63
"14533","F",29557046,27965562,-5.38
"14534","F",15857030,13118296,-17.27
"14535","M",11235133,10601824,-5.64
"14536","F",4215468,4095835,-2.84
"14537","F",12996720,17702540,36.21
"14538","M",19687580,18321212,-6.94
"14539","F",7064448,5769995,-18.32
"14540","M",54385720,33055347,-39.22
"14541","F",4955576,5028366,1.47
"14542","F",2173291,8773358,303.69
"14543","M",9502410,10254820,7.92
"14544","F",9013430,13891231,54.12
"14545","M",8085884,8225621,1.73
"14546","F",4455120,5392318,21.04
"14547","F",3166171,4177351,31.94
"14548","F",1066310,2459729,130.68
"14549","F",26793672,21365170,-20.26
"14550","F",22829592,17484833,-23.41
"14551","F",6227228,3963386,-36.35
"14552","F",3750904,4109337,9.56
"14553","F",5425350,993800,-81.68
"14554","M",14043410,16645210,18.53
"14555","F",4432153,4699039,6.02
"14556","M",6594876,6914441,4.85
"14557","F",4991953,5026797,0.7
"14558","F",12373599,11565924,-6.53
"14559","F",8924499,8648447,-3.09
"14560","F",57118500,48627272,-14.87
"14561","F",2225815,3801699,70.8
"14562","F",4448428,3621743,-18.58
"14563","F",14494067,13615363,-6.06
"14564","F",3153855,4561416,44.63
"14565","F",1494079,3270095,118.87
"14566","F",26024461,32321927,24.2
"14567","F",11698291,9465118,-19.09
"14568","F",10739838,9889897,-7.91
"14569","F",6387894,4131285,-35.33
"14570","F",26816328,25283640,-5.72
"14571","F",3368440,2995991,-11.06
"14572","F",3565327,7263981,103.74
"14573","F",10634840,13873390,30.45
"14574","F",8940154,8727450,-2.38
"14575","F",8157372,9683887,18.71
"14576","M",3792575,5348643,41.03
"14577","F",2966136,8102643,173.17
"14578","F",13030190,12064150,-7.41
"14579","F",3868519,2808022,-27.41
"14580","M",126058930,63328230,-49.76
"14581","F",3109274,3918147,26.01
"14582","F",6257660,10427102,66.63
"14583","F",41632245,24265006,-41.72
"14584","M",3186405,20809901,553.08
"14585","M",4632610,4575400,-1.23
"14586","F",17754060,29636430,66.93
"14587","M",4494662,5893678,31.13
"14588","M",9135092,4605115,-49.59
"14589","F",4929657,4676113,-5.14
"14590","F",12909253,21174353,64.02
"14591","F",7516876,5039502,-32.96
"14592","F",5151173,3536369,-31.35
"14593","F",7422057,8916874,20.14
"14594","F",49810580,51802690,4
"14595","F",23336140,27027170,15.82
"14596","M",14603770,13959813,-4.41
"14597","F",1389955,2085372,50.03
"14598","M",2121561,2524359,18.99
"14599","M",1349845790,1290484303,-4.4
"14600","F",4937704,5878509,19.05
"14601","F",2949274,13552962,359.54
"14602","F",330087,2833061,758.28
"14603","M",14392617,21689845,50.7
"14604","M",5066472,4566210,-9.87
"14605","M",8796488,8989082,2.19
"14606","F",38681420,19225770,-50.3
"14607","F",5412920,2537440,-53.12
"14608","M",6980109,11424117,63.67
"14609","F",1266801,2261740,78.54
"14610","M",23819540,43291350,81.75
"14611","F",16428772,17732378,7.93
"14612","F",79682565,114621538,43.85
"14613","F",12376535,13395081,8.23
"14614","F",8274415,9755153,17.9
"14615","F",4021805,3820681,-5
"14616","M",2413078,3550404,47.13
"14617","F",6741460,5268570,-21.85
"14618","M",6126021,4808416,-21.51
"14619","F",33124161,43153502,30.28
"14620","F",2736050,4901140,79.13
"14621","F",5202803,5506862,5.84
"14622","F",5271389,10043513,90.53
"14623","F",18956600,3251376,-82.85
"14624","F",3395081,11448031,237.19
"14625","F",3624066,4963893,36.97
"14626","M",7118866,4164220,-41.5
"14627","F",2461002,3761049,52.83
"14628","M",19112392,30335876,58.72
"14629","F",52532616,30280218,-42.36
"14630","F",49170565,40066450,-18.52
"14631","M",6945190,9201358,32.49
"14632","F",5117715,5765648,12.66
"14633","F",7409383,6543287,-11.69
"14634","F",6248963,3898629,-37.61
"14635","M",7579247,7457128,-1.61
"14636","F",4727964,4331097,-8.39
"14637","F",8508427,7784624,-8.51
"14638","F",10163618,10193895,0.3
"14639","F",30898290,33746489,9.22
"14640","F",7028710,12427030,76.8
"14641","F",5442880,5385968,-1.05
"14642","F",5005483,4202323,-16.05
"14643","F",10075305,10732666,6.52
"14644","F",5831973,2146354,-63.2
"14645","F",2319110,9245228,298.65
"14646","F",6832960,3534922,-48.27
"14647","F",11987882,12506484,4.33
"14648","F",5260269,4351095,-17.28
"14649","F",85367280,71161910,-16.64
"14650","F",13938043,10403947,-25.36
"14651","F",32244424,40855880,26.71
"14652","F",7424354,6043719,-18.6
"14653","F",18792896,14747382,-21.53
"14654","F",7671649,9977464,30.06
"14655","M",20971695,23990249,14.39
"14656","F",37559486,38328742,2.05
"14657","F",7071092,6363622,-10.01
"14658","F",8551072,11772357,37.67
"14659","F",39392762,54606604,38.62
"14660","F",5657422,5910904,4.48
"14661","F",7140155,7277514,1.92
"14662","M",31015830,23427650,-24.47
"14663","F",5643808,6808501,20.64
"14664","F",23049010,24612540,6.78
"14665","F",11571877,9786607,-15.43
"14666","F",52968410,57401140,8.37
"14667","M",9900,188000,1798.99
"14668","F",3069595,2427718,-20.91
"14669","F",13481326,8623990,-36.03
"14670","F",29229902,16274426,-44.32
"14671","F",4718015,4643830,-1.57
"14672","F",2134093,1315170,-38.37
"14673","M",1601540,3910770,144.19
"14674","F",7336783,9414248,28.32
"14675","F",15297993,9722990,-36.44
"14676","M",8465601,10562657,24.77
"14677","F",6176700,10226674,65.57
"14678","M",2671360,1979338,-25.91
"14679","F",10429425,6562543,-37.08
"14680","F",33395655,18441553,-44.78
"14681","F",6766652,3671146,-45.75
"14682","M",4035978,5885022,45.81
"14683","F",6072320,7147785,17.71
"14684","F",16009296,18598484,16.17
"14685","F",4840637,3629954,-25.01
"14686","F",4726776,5676885,20.1
"14687","M",35000,781006,2131.45
"14688","F",4513601,4712240,4.4
"14689","M",6172155,4144133,-32.86
"14690","M",8865580,6771095,-23.62
"14691","F",15141158,12652904,-16.43
"14692","M",4209636,4396828,4.45
"14693","F",6272829,4985527,-20.52
"14694","M",3369607,3217662,-4.51
"14695","F",8391509,7276163,-13.29
"14696","F",58098680,25649903,-55.85
"14697","F",13628033,19318673,41.76
"14699","F",3700490,5207320,40.72
"14700","F",35948437,38306918,6.56
"14701","F",4376874,5117678,16.93
"14702","F",32391645,95570830,195.05
"14703","F",6032535,5981335,-0.85
"14704","M",3447760,4520595,31.12
"14705","M",36990180,42514213,14.93
"14706","F",98339984,42379143,-56.91
"14707","M",1449346,3041232,109.83
"14708","F",9160842,9863522,7.67
"14709","F",23175947,12186984,-47.42
"14710","F",6824931,9061304,32.77
"14711","F",1514810,5595334,269.38
"14712","F",6836330,9859830,44.23
"14713","F",7234102,8518483,17.75
"14714","F",4550625,4378803,-3.78
"14715","F",46265626,35625405,-23
"14716","F",26227725,37249413,42.02
"14717","F",9603119,10835020,12.83
"14718","F",33755247,40070084,18.71
"14719","F",8852828,11841920,33.76
"14720","F",14352230,6750801,-52.96
"14721","M",24036337,36920091,53.6
"14722","F",4532208,5810386,28.2
"14723","F",6518309,9303804,42.73
"14724","F",148100,32800,-77.85
"14725","F",184500,4002651,2069.46
"14726","F",2466400,2669326,8.23
"14727","F",58064501,54064032,-6.89
"14728","F",7013461,8826969,25.86
"14729","M",6677980,6369655,-4.62
"14730","F",4002513,3228690,-19.33
"14731","M",8446631,8392402,-0.64
"14732","F",1190560,3284447,175.87
"14733","F",31714789,34697280,9.4
"14734","F",8182107,8472006,3.54
"14735","F",24975192,26396703,5.69
"14736","F",4289305,4444251,3.61
"14737","F",7772295,7051747,-9.27
"14738","M",4931251,6024514,22.17
"14739","F",7821504,6671118,-14.71
"14740","F",6164611,4444745,-27.9
"14741","F",8128688,19024618,134.04
"14742","F",7529126,4431709,-41.14
"14743","F",6668820,8829503,32.4
"14744","F",6555563,6039257,-7.88
"14745","F",38515070,21070580,-45.29
"14746","F",3221662,3574931,10.97
"14747","M",34716791,31576556,-9.05
"14748","F",7382346,9580408,29.77
"14749","F",21944441,14604160,-33.45
"14750","F",5026900,6501600,29.34
"14751","M",3402379,3684368,8.29
"14752","M",4030610,21232041,426.77
"14753","F",5962011,8053782,35.08
"14754","F",54835777,58395868,6.49
"14755","F",3956109,6509558,64.54
"14756","M",581050,576290,-0.82
"14757","F",73401431,136496068,85.96
"14758","F",3015044,2851301,-5.43
"14759","F",5886500,7158723,21.61
"14760","M",2125880,3328065,56.55
"14761","M",8157760,8033221,-1.53
"14762","F",5505980,7092200,28.81
"14763","F",22785636,29404731,29.05
"14764","F",6074508,6098416,0.39
"14765","F",5679192,4687881,-17.46
"14766","F",15973412,10061584,-37.01
"14767","M",4966435,6222816,25.3
"14768","F",12750950,7411420,-41.88
"14769","F",19802470,10342100,-47.77
"14770","F",6367204,5088005,-20.09
"14771","M",6487811,4562228,-29.68
"14772","F",2461648,3593836,45.99
"14773","F",6624679,6997375,5.63
"14774","F",8200810,11023859,34.42
"14775","F",3139424,4814858,53.37
"14776","F",5891984,2780362,-52.81
"14777","F",10697666,3685506,-65.55
"14778","F",11838265,5631471,-52.43
"14779","F",7750660,36796300,374.75
"14780","F",9876906,4449594,-54.95
"14781","F",11406069,13059509,14.5
"14782","M",8916955,6649343,-25.43
"14783","M",3534178,4455383,26.07
"14784","F",6296118,6576727,4.46
"14785","F",4419119,4461647,0.96
"14786","M",5770410,5104110,-11.55
"14787","F",15162330,15457350,1.95
"14788","F",6270568,6406786,2.17
"14789","M",11873691,4580430,-61.42
"14790","M",18582816,11648082,-37.32
"14791","F",29054290,24242168,-16.56
"14792","F",9075059,4445888,-51.01
"14793","M",3051170,6687593,119.18
"14794","F",7664526,7648749,-0.21
"14795","F",7829832,4995312,-36.2
"14796","M",4365008,4100699,-6.06
"14797","F",4005522,2982561,-25.54
"14798","M",2961628,2669837,-9.85
"14799","F",4089107,5404105,32.16
"14800","F",3991007,4462285,11.81
"14801","M",4505823,3562122,-20.94
"14802","F",28222010,25819970,-8.51
"14803","M",6594369,9566114,45.06
"14804","F",11436352,13133668,14.84
"14805","F",12396890,12964160,4.58
"14806","F",8746327,10045293,14.85
"14807","F",8112287,6967027,-14.12
"14808","F",9101833,12782768,40.44
"14809","M",5336237,6456838,21
"14810","F",4471097,4633862,3.64
"14811","F",5645080,7993138,41.59
"14812","F",9139738,9344826,2.24
"14813","F",4689638,4398960,-6.2
"14814","F",7391432,10414582,40.9
"14815","F",30139137,27523349,-8.68
"14816","F",3927289,4267532,8.66
"14817","M",9350116,12052694,28.9
"14818","F",9200930,7745810,-15.81
"14819","F",3759241,4082276,8.59
"14820","F",37228960,63664316,71.01
"14821","F",8426974,5530366,-34.37
"14822","F",23332940,33644450,44.19
"14823","F",9890177,7707374,-22.07
"14824","F",3760867,4944150,31.46
"14825","M",4600235,3911795,-14.97
"14826","F",34537520,82884525,139.98
"14827","F",3708221,5957927,60.67
"14828","F",6522440,4843580,-25.74
"14829","F",70683500,6820950,-90.35
"14830","M",53452846,31377120,-41.3
"14831","M",5309822,5016821,-5.52
"14832","F",5210021,4936832,-5.24
"14833","F",7490290,12979964,73.29
"14834","F",7519150,9539543,26.87
"14835","F",8015330,12309410,53.57
"14836","F",1639939,1855497,13.14
"14837","F",5568314,5744711,3.17
"14838","M",23703100,56823060,139.73
"14839","F",8203347,10209504,24.46
"14840","F",8700911,5987452,-31.19
"14841","F",4733021,6109746,29.09
"14842","M",3520450,4151447,17.92
"14843","F",1191031,3121950,162.12
"14844","M",10154615,12292111,21.05
"14845","F",5670803,7506350,32.37
"14846","F",6792291,7436715,9.49
"14847","F",20538089,19260350,-6.22
"14848","F",5444499,8581808,57.62
"14849","F",4339035,4405432,1.53
"14850","F",53035971,40064440,-24.46
"14851","F",52929628,63922311,20.77
"14852","F",44861250,48306640,7.68
"14853","F",11077780,6578548,-40.61
"14854","F",2202788,2592080,17.67
"14855","F",30451851,31702392,4.11
"14856","F",5189941,5272840,1.6
"14857","F",9436581,9408184,-0.3
"14858","F",17574042,19220391,9.37
"14859","F",4043617,12858835,218
"14860","F",3767635,14125830,274.93
"14861","M",8273956,11075548,33.86
"14862","F",205860,1930220,837.64
"14863","M",8512266,8461040,-0.6
"14864","M",6452321,7045111,9.19
"14865","F",4968942,5014819,0.92
"14866","M",45157708,68065080,50.73
"14867","M",4379936,3763000,-14.09
"14868","F",37107922,43292344,16.67
"14869","F",6905889,12663110,83.37
"14870","F",5882676,5118613,-12.99
"14871","M",7586140,12409430,63.58
"14872","F",6589001,12886516,95.58
"14873","F",60860616,26320874,-56.75
"14874","F",6538161,7676963,17.42
"14875","M",6946416,6799173,-2.12
"14876","F",6446185,5409893,-16.08
"14877","M",12694089,10135744,-20.15
"14878","F",49623890,95476400,92.4
"14879","F",12382025,11454341,-7.49
"14880","F",20805490,16783950,-19.33
"14881","F",27902503,33161659,18.85
"14882","F",2876017,5676935,97.39
"14883","F",29824828,28973047,-2.86
"14884","M",9841046,11625612,18.13
"14885","F",2444424,5203124,112.86
"14886","F",2723473,2806680,3.06
"14887","M",2643038,3207921,21.37
"14888","F",4494080,3033197,-32.51
"14889","F",7707860,13572160,76.08
"14890","F",4612186,4169212,-9.6
"14891","F",5928227,5185780,-12.52
"14892","F",10821392,4574571,-57.73
"14893","F",64590900,51584183,-20.14
"14894","F",7336650,9278700,26.47
"14895","F",6614546,8737599,32.1
"14896","F",5655129,5922171,4.72
"14897","F",5464851,4854508,-11.17
"14898","M",34088236,27390901,-19.65
"14899","M",3089400,7323181,137.04
"14900","F",4362951,4700670,7.74
"14901","F",5064769,7124361,40.67
"14902","M",8060546,8608642,6.8
"14903","F",56758170,25922580,-54.33
"14904","M",5034253,8416015,67.18
"14905","F",5820916,4603276,-20.92
"14906","F",9571504,10014158,4.62
"14907","F",7712068,5958529,-22.74
"14908","M",3501278,4910637,40.25
"14909","F",10633650,7225401,-32.05
"14910","F",5997621,6490029,8.21
"14911","F",6245828,6209966,-0.57
"14912","F",9192210,7529770,-18.09
"14913","M",7320855,5078487,-30.63
"14914","F",13093841,9886165,-24.5
"14915","F",13529145,10790066,-20.25
"14916","F",4065339,3852032,-5.25
"14917","F",11248310,4520760,-59.81
"14918","M",58056543,24551452,-57.71
"14919","M",21110360,16661696,-21.07
"14920","F",20082947,15522518,-22.71
"14921","F",5365397,3932812,-26.7
"14922","F",4093729,3096740,-24.35
"14923","M",585150,4486080,666.65
"14924","F",24598746,31917298,29.75
"14925","F",804920,2289380,184.42
"14926","F",5421151,5063739,-6.59
"14927","F",7241577,5253623,-27.45
"14928","M",6039091,10040879,66.26
"14929","F",9251256,17108941,84.94
"14930","M",8563640,5815330,-32.09
"14931","F",19782860,17888440,-9.58
"14932","F",4280880,5234067,22.27
"14933","M",2551490,5004560,96.14
"14934","F",5719946,5034163,-11.99
"14935","F",7498763,7265348,-3.11
"14936","F",8510540,7384457,-13.23
"14937","F",3781160,9847419,160.43
"14938","M",4563574,4257128,-6.72
"14939","F",26680507,36909802,38.34
"14940","F",11278969,13187521,16.92
"14941","F",25827840,31263910,21.05
"14942","M",19118330,36566280,91.26
"14943","F",9893326,9993089,1.01
"14944","M",11693712,5572230,-52.35
"14945","F",8785676,6175999,-29.7
"14946","F",3530295,3690099,4.53
"14947","F",3201845,2536889,-20.77
"14948","F",6354486,6470304,1.82
"14949","F",6853088,11815591,72.41
"14950","F",12842410,14819765,15.4
"14951","F",7385875,6174380,-16.4
"14952","F",6832341,6066419,-11.21
"14953","F",3014784,8371997,177.7
"14954","F",2532320,4920693,94.32
"14955","F",6885808,6225118,-9.59
"14956","F",10881418,14002900,28.69
"14957","F",4058039,3864999,-4.76
"14958","F",5256597,7738032,47.21
"14959","F",4031254,3760527,-6.72
"14960","M",6844745,6676489,-2.46
"14961","F",3661471,3211428,-12.29
"14962","F",4909361,6105695,24.37
"14963","F",3595785,2943337,-18.14
"14964","F",2697318,2910867,7.92
"14965","F",997770,4338010,334.77
"14966","F",34485755,28139171,-18.4
"14967","F",411960,2323726,464.07
"14968","M",19025030,8100081,-57.42
"14969","F",7568649,6822609,-9.86
"14970","M",5631846,5830271,3.52
"14971","F",26924870,18351300,-31.84
"14972","F",2418570,4988681,106.27
"14973","M",11880484,11442751,-3.68
"14974","F",3182798,3633879,14.17
"14975","M",4789515,3726766,-22.19
"14976","F",8332144,10093364,21.14
"14977","F",7747701,13033530,68.22
"14978","F",6203776,5570423,-10.21
"14979","F",6506467,7593550,16.71
"14980","F",5078941,7479988,47.27
"14981","M",13655141,9811394,-28.15
"14982","M",4782454,7499068,56.8
"14983","F",4487330,5557940,23.86
"14984","F",32554990,21795420,-33.05
"14985","M",2947495,5561690,88.69
"14986","F",5382007,5296952,-1.58
"14987","F",7251356,8463107,16.71
"14988","F",6146975,8091437,31.63
"14989","F",4822449,5015037,3.99
"14990","F",4157018,4106176,-1.22
"14991","F",4431144,5723866,29.17
"14992","F",44816690,29074610,-35.13
"14993","M",5550021,5589139,0.7
"14994","F",7841874,5595199,-28.65
"14995","F",24227353,64520149,166.31
"14996","F",7738634,6405914,-17.22
"14997","F",7257756,6916984,-4.7
"14998","F",8794097,7305089,-16.93
"14999","M",86119109,89982442,4.49
"15000","F",255410,592710,132.06
"15001","F",4870094,5239993,7.6
"15002","F",6972804,6345494,-9
"15003","M",5956277,7396243,24.18
"15004","M",5684475,4318667,-24.03
"15005","F",4392550,4405717,0.3
"15006","F",4942809,6771285,36.99
"15007","M",9036066,3863655,-57.24
"15008","F",5028518,5613816,11.64
"15009","F",8599130,9955936,15.78
"15010","M",2885250,3191370,10.61
"15011","F",10746912,8794883,-18.16
"15012","F",7738910,7541122,-2.56
"15013","F",7820730,9577340,22.46
"15014","M",6200479,5503163,-11.25
"15015","F",6306926,8294785,31.52
"15016","F",2997198,4503430,50.25
"15017","F",2846964,5895835,107.09
"15018","F",5023405,5925939,17.97
"15019","F",6479406,8184032,26.31
"15020","F",15639488,9188808,-41.25
"15021","F",38537850,113854990,195.44
"15022","F",7012207,9983450,42.37
"15023","M",12400306,12013794,-3.12
"15024","F",19416042,14306688,-26.32
"15025","F",18683220,17005594,-8.98
"15026","F",8949276,9579861,7.05
"15027","F",1630847,4318060,164.77
"15028","F",8175007,1255310,-84.64
"15029","F",12116063,10430990,-13.91
"15030","F",9990132,4232500,-57.63
"15031","F",35957931,30758340,-14.46
"15032","F",14989930,13092290,-12.66
"15033","F",6346313,5123036,-19.28
"15034","F",8107365,11225710,38.46
"15035","F",5714010,7811656,36.71
"15036","F",6301783,8029533,27.42
"15037","M",5131066,7587028,47.86
"15038","M",48884160,52151862,6.68
"15039","F",4472256,5540449,23.88
"15040","M",627708,20000,-96.81
"15041","F",40336070,31761150,-21.26
"15042","M",31960,80460,151.75
"15043","F",7230244,4051999,-43.96
"15044","F",5318282,9931026,86.73
"15045","F",253850,857400,237.76
"15046","M",6530740,40373340,518.2
"15047","F",6900018,9423830,36.58
"15048","M",222314,160300,-27.89
"15049","F",32593560,70041661,114.89
"15050","F",6152430,5357009,-12.93
"15051","F",5706712,4837175,-15.24
"15052","F",94545192,63339701,-33.01
"15053","F",14250263,11813493,-17.1
"15054","M",2639233,1693937,-35.82
"15055","M",108702960,51046870,-53.04
"15056","F",41091530,118833350,189.19
"15057","F",2974924,2683782,-9.79
"15058","F",6433408,8715576,35.47
"15059","F",29765665,33843944,13.7
"15060","F",3077343,3435598,11.64
"15061","M",4562724,7736759,69.56
"15062","F",3750169,3211688,-14.36
"15063","F",32525497,45425873,39.66
"15064","F",38630540,20603790,-46.66
"15065","F",3967360,3138390,-20.89
"15066","F",9541498,7749250,-18.78
"15067","F",5698403,7205604,26.45
"15068","F",5923342,7741209,30.69
"15069","M",5615353,7637707,36.01
"15070","F",7284170,8784410,20.6
"15071","F",4829450,6592640,36.51
"15072","F",5301485,6426481,21.22
"15073","M",31300036,24223842,-22.61
"15074","F",3446086,3615814,4.93
"15075","F",114400,2178350,1804.15
"15076","F",975080,2943090,201.83
"15077","M",29716893,16483669,-44.53
"15078","F",36658420,4944290,-86.51
"15079","F",10978753,11828063,7.74
"15080","M",6778988,9936947,46.58
"15081","F",5992471,10008698,67.02
"15082","F",5364587,4944581,-7.83
"15083","F",4588881,4648686,1.3
"15084","F",7802146,9188997,17.78
"15085","F",3927699,4864615,23.85
"15086","F",6971116,13344520,91.43
"15087","F",8778467,7950777,-9.43
"15088","M",25312622,8014699,-68.34
"15089","F",17457130,30095830,72.4
"15090","M",6372290,8305090,30.33
"15091","M",30087501,21228508,-29.44
"15092","F",5890516,5284761,-10.28
"15093","F",9671174,4989757,-48.41
"15094","F",6969649,6958601,-0.16
"15095","F",5183156,6956675,34.22
"15096","F",7177902,6487276,-9.62
"15097","F",10150500,6700556,-33.99
"15098","M",345410,8239796,2285.51
"15099","F",6031923,7356327,21.96
"15100","F",1006530,960080,-4.61
"15101","F",4207724,3150581,-25.12
"15102","F",11425110,7202280,-36.96
"15103","F",7137471,7684633,7.67
"15104","F",4400494,4326684,-1.68
"15105","F",4758551,4855848,2.04
"15106","M",3165226,5767079,82.2
"15107","F",4853007,5583965,15.06
"15108","F",936600,702330,-25.01
"15109","F",14305411,6278920,-56.11
"15110","F",14388064,11073544,-23.04
"15111","F",5322170,6020631,13.12
"15112","F",8464113,6608116,-21.93
"15113","F",5942738,6011854,1.16
"15114","M",20769846,11277974,-45.7
"15115","F",16198361,11218763,-30.74
"15116","M",6997642,9902591,41.51
"15117","F",3454366,3825557,10.75
"15118","F",8780730,6816140,-22.37
"15119","F",65906579,143390129,117.57
"15120","F",10591594,14178149,33.86
"15121","F",9178688,9526289,3.79
"15122","M",5297227,3715872,-29.85
"15123","M",14655766,13753123,-6.16
"15124","F",32399311,26769607,-17.38
"15125","M",12914020,22055860,70.79
"15126","M",4961697,3704482,-25.34
"15127","F",3113442,2746136,-11.8
"15128","F",9007218,9255994,2.76
"15129","F",6251694,4235518,-32.25
"15130","F",4235294,5210167,23.02
"15131","M",9803440,8571327,-12.57
"15132","M",8047593,11381535,41.43
"15133","F",3881699,3831116,-1.3
"15134","F",7376977,6508252,-11.78
"15135","M",8140970,14494250,78.04
"15136","F",8006878,11279250,40.87
"15137","M",4227264,5250681,24.21
"15138","F",3502690,6597670,88.36
"15139","M",5219890,7565448,44.94
"15140","M",22242620,18801465,-15.47
"15141","F",18236105,14306230,-21.55
"15142","F",30035464,16723440,-44.32
"15143","F",43135110,36741120,-14.82
"15144","F",51969050,87638770,68.64
"15145","F",1873460,12201918,551.3
"15146","M",46326646,31125538,-32.81
"15147","F",7413802,9317603,25.68
"15148","F",70502469,66578229,-5.57
"15149","F",9475614,10954536,15.61
"15150","F",31519780,34356460,9
"15151","M",8629264,6693309,-22.43
"15152","F",6329548,5114666,-19.19
"15153","F",15373482,6030871,-60.77
"15154","M",9517223,14358956,50.87
"15155","M",13249010,3048030,-76.99
"15156","F",3316572,3325526,0.27
"15157","M",2225870,19987437,797.96
"15158","F",34480400,32779650,-4.93
"15159","F",5524730,8426500,52.52
"15160","F",8647835,14412489,66.66
"15161","F",5389858,6233652,15.66
"15162","M",4979504,4900180,-1.59
"15163","F",2824929,2564241,-9.23
"15164","F",4241067,3452631,-18.59
"15165","F",4840364,7250162,49.79
"15166","M",4234926,4476117,5.7
"15167","M",51002756,21035154,-58.76
"15168","F",8232509,4862328,-40.94
"15169","M",4565375,3512250,-23.07
"15170","F",12948071,10250773,-20.83
"15171","F",3943943,3044627,-22.8
"15172","F",7065558,7305765,3.4
"15173","F",7322393,7598065,3.76
"15174","M",10711773,9611681,-10.27
"15175","F",11342310,9883500,-12.86
"15176","F",24654362,27324554,10.83
"15177","F",8195839,9649499,17.74
"15178","M",8794400,9285590,5.59
"15179","F",879790,22958135,2509.5
"15180","F",55309240,52875696,-4.4
"15181","F",4230118,5115906,20.94
"15182","M",3428929,3072107,-10.41
"15183","F",3515763,3755726,6.83
"15184","F",3455021,4549680,31.68
"15185","F",25066346,24635239,-1.72
"15186","F",24212540,12649579,-47.76
"15187","F",46439981,35363338,-23.85
"15188","F",10641449,4434195,-58.33
"15189","F",6917311,6812852,-1.51
"15190","M",77020012,81178824,5.4
"15191","F",12817862,14287980,11.47
"15192","F",2525513,3108277,23.08
"15193","F",5683510,9245870,62.68
"15194","M",9837995,8417898,-14.43
"15195","F",32821410,29595462,-9.83
"15196","F",5389386,5259408,-2.41
"15197","F",5281655,5496078,4.06
"15198","F",3619015,4295315,18.69
"15199","F",17018038,11764500,-30.87
"15200","F",7199548,5626809,-21.84
"15201","F",56190495,80525860,43.31
"15202","F",6534127,7273975,11.32
"15203","M",2069201,1910039,-7.69
"15204","F",35877225,47706072,32.97
"15205","F",5963377,9826945,64.79
"15206","M",4123787,3363872,-18.43
"15207","F",11883850,13259121,11.57
"15208","F",6194850,10327821,66.72
